Naam,SRT_OBJECT,cell_area,area_m2,area_prop,BH_DOELST
Ruykhoven veld,botanisch weiland,518893.71581427474,23.730225644481834,4.573234348626316e-5,botanisch beheer (BB)
Ruykhoven veld,haag,518893.71581427474,310.25652489613276,5.979192182145861e-4,beheer KLE's (KLE)
Ruykhoven veld,fauna akkerland,518893.71581427474,7042.1035100054,0.013571379447050285,soortenbescherming (SB)
Ruykhoven veld,bloemenstrook,518893.71581427474,2528.004279330373,0.004871911534645006,perceelsrandenbeheer (PR)
Membruggen,fauna akkerland,2351154.674118727,38509.42350575747,0.0163789409219501,soortenbescherming (SB)
Membruggen,bufferstrook fauna,2351154.674118727,1070.7183771004056,4.554010796851289e-4,perceelsrandenbeheer (PR)
Membruggen,haag,2351154.674118727,336.07252218824397,1.4293935056153317e-4,beheer KLE's (KLE)
Membruggen,faunastrook,2351154.674118727,7630.672451240709,0.003245499981450978,soortenbescherming (SB)
Geestelijke Hoek,faunastrook,140874.09727440058,2610.808613284258,0.018532921692472774,soortenbescherming (SB)
Geestelijke Hoek,fauna akkerland,140874.09727440058,1569.459912962513,0.011140869353046869,soortenbescherming (SB)
Blauwe Kapel,faunastrook,3410970.5820008884,135386.5124817532,0.039691492267967594,soortenbescherming (SB)
Blauwe Kapel,fauna akkerland,3410970.5820008884,106859.25368914669,0.0313281076808533,soortenbescherming (SB)
Blauwe Kapel,erosiestrook fauna,3410970.5820008884,20472.569815541618,0.006001977831052512,erosiebestrijding (ER)
Blauwe Kapel,bloemenstrook,3410970.5820008884,12570.992035337025,0.003685458942880367,perceelsrandenbeheer (PR)
Blauwe Kapel,erosiestrook,3410970.5820008884,4508.879263100913,0.0013218757402639301,erosiebestrijding (ER)
Waelweg,erosiestrook fauna,284489.7591339997,1936.360685070511,0.0068064337042039215,erosiebestrijding (ER)
Waelweg,fauna akkerland,284489.7591339997,3349.873500149697,0.011775023151437403,soortenbescherming (SB)
Waelweg,erosiestrook,284489.7591339997,9426.49132725272,0.033134729896595945,erosiebestrijding (ER)
Ilsenberg,bufferstrook fauna,572539.583837471,2983.7222680564737,0.005211381627201997,perceelsrandenbeheer (PR)
Ilsenberg,erosiestrook,572539.583837471,4723.4468846623495,0.00824999182240509,erosiebestrijding (ER)
Ilsenberg,faunastrook,572539.583837471,21069.824278182634,0.03680064203938746,soortenbescherming (SB)
Ilsenberg,fauna akkerland,572539.583837471,45999.06699851109,0.08034216025763735,soortenbescherming (SB)
Ilsenberg,erosiestrook fauna,572539.583837471,7219.028679544106,0.01260878528460558,erosiebestrijding (ER)
Populieren,faunastrook,523345.71200196334,3392.7841430735425,0.00648287368228368,soortenbescherming (SB)
Babelom,erosiestrook fauna,903575.1145202736,782.4455969240516,8.659441637450007e-4,erosiebestrijding (ER)
Babelom,fauna akkerland,903575.1145202736,7229.527264114469,0.008001025203037793,soortenbescherming (SB)
Babelom,erosiestrook,903575.1145202736,1410.9565384594025,0.0015615265579868344,erosiebestrijding (ER)
Grijpenveld,erosiestrook,1295620.2918225755,7427.426592997508,0.005732718636684206,erosiebestrijding (ER)
Grijpenveld,bufferstrook fauna,1295620.2918225755,4711.9085771187165,0.0036367974528172743,perceelsrandenbeheer (PR)
Grijpenveld,faunastrook,1295620.2918225755,6736.741784509737,0.005199626639864543,soortenbescherming (SB)
Grijpenveld,bufferstrook,1295620.2918225755,825.8307531942264,6.37401836330082e-4,perceelsrandenbeheer (PR)
Wolvengracht,erosiestrook,1063313.9131439538,2101.189968841287,0.001976076813129053,erosiebestrijding (ER)
Wolvengracht,fauna akkerland,1063313.9131439538,44180.14078344303,0.04154948057889451,soortenbescherming (SB)
Wolvengracht,erosie akkerland,1063313.9131439538,9259.55054788012,0.008708200309823786,erosiebestrijding (ER)
Wolvengracht,faunastrook,1063313.9131439538,1034.99807492306,9.733701987053184e-4,soortenbescherming (SB)
Langveld - Overhespen,erosiestrook,3652265.6184253017,3168.0832404914545,8.674295824785587e-4,erosiebestrijding (ER)
Langveld - Overhespen,faunastrook,3652265.6184253017,97249.24958740217,0.026627102118966864,soortenbescherming (SB)
Langveld - Overhespen,fauna akkerland,3652265.6184253017,139800.34045910908,0.03827770350377334,soortenbescherming (SB)
Langveld - Overhespen,bufferstrook fauna,3652265.6184253017,7324.63571513705,0.002005504659405116,perceelsrandenbeheer (PR)
Langveld - Overhespen,bloemenstrook,3652265.6184253017,190.09886535140686,5.204957284387471e-5,perceelsrandenbeheer (PR)
Langveld - Overhespen,erosiestrook fauna,3652265.6184253017,2708.2401264936198,7.415233198896676e-4,erosiebestrijding (ER)
Langveld - Overhespen,haag,3652265.6184253017,56.214318034413736,1.539162917144315e-5,beheer KLE's (KLE)
Tiens Veld,erosiestrook,1674811.5127787902,3956.7754133224953,0.0023625198317138076,erosiebestrijding (ER)
Tiens Veld,faunastrook,1674811.5127787902,84117.41612039895,0.05022500471162525,soortenbescherming (SB)
Tiens Veld,bufferstrook fauna,1674811.5127787902,9629.556313264937,0.005749635848447151,perceelsrandenbeheer (PR)
Tiens Veld,fauna akkerland,1674811.5127787902,72069.0695322535,0.04303115245051006,soortenbescherming (SB)
Boonveld - Vogelzang,faunastrook,2658245.6598114013,108508.74387420592,0.040819682512678104,soortenbescherming (SB)
Boonveld - Vogelzang,fauna akkerland,2658245.6598114013,103340.96985336138,0.03887562816925403,soortenbescherming (SB)
Boonveld - Vogelzang,erosiestrook,2658245.6598114013,2061.957126434194,7.756834357365176e-4,erosiebestrijding (ER)
Boonveld - Vogelzang,bloemenstrook,2658245.6598114013,18664.425468891975,0.007021332057856605,perceelsrandenbeheer (PR)
Boonveld - Vogelzang,bufferstrook fauna,2658245.6598114013,4506.918786171387,0.001695448563806231,perceelsrandenbeheer (PR)
Boonveld - Vogelzang,erosiestrook fauna,2658245.6598114013,2113.1748482538387,7.949509257935797e-4,erosiebestrijding (ER)
Corsendonk,fauna akkerland,2942075.5339125027,24956.04186873976,0.008482461303619935,soortenbescherming (SB)
Grootrees,fauna akkerland,2566998.5754618645,3025.389900121372,0.0011785709306741754,soortenbescherming (SB)
Guldenagel,fauna akkerland,445926.9470652547,13812.66174987331,0.030975167212426918,soortenbescherming (SB)
Roosburg,bufferstrook fauna,204767.1695120181,336.9597922451794,0.0016455752797100746,perceelsrandenbeheer (PR)
Roosburg,fauna akkerland,204767.1695120181,3261.4329459308356,0.015927518819072298,soortenbescherming (SB)
Roosburg,erosiestrook,204767.1695120181,3730.408403952373,0.018217805192318342,erosiebestrijding (ER)
Nerem,haag,779689.5732593202,226.45583308814093,2.9044358274728785e-4,beheer KLE's (KLE)
Nerem,bufferstrook fauna,779689.5732593202,1798.6517505469965,0.0023068818825268235,perceelsrandenbeheer (PR)
Plein,bufferstrook fauna,3044895.383217428,2141.0019089958514,7.031446534407807e-4,perceelsrandenbeheer (PR)
Plein,fauna akkerland,3044895.383217428,68565.53957971359,0.02251819223662881,soortenbescherming (SB)
Plein,faunastrook,3044895.383217428,125514.43852436599,0.041221264683235045,soortenbescherming (SB)
Plein,erosiestrook fauna,3044895.383217428,6658.683727565804,0.002186834977735695,erosiebestrijding (ER)
Plein,bloemenstrook,3044895.383217428,28941.87142018613,0.009505046242214184,perceelsrandenbeheer (PR)
Plein,haag,3044895.383217428,432.2334861300769,1.4195347679674692e-4,beheer KLE's (KLE)
Kortrijk-Dutsel,faunastrook,5360743.383345965,185783.3844577131,0.0346562726794347,soortenbescherming (SB)
Kortrijk-Dutsel,fauna akkerland,5360743.383345965,162297.57896063718,0.03027520016437299,soortenbescherming (SB)
Kortrijk-Dutsel,bufferstrook fauna,5360743.383345965,14233.820914361902,0.0026551953519322745,perceelsrandenbeheer (PR)
Kortrijk-Dutsel,bloemenstrook,5360743.383345965,61166.2791308506,0.01141003677230172,perceelsrandenbeheer (PR)
Kortrijk-Dutsel,erosiestrook,5360743.383345965,5036.261526476766,9.394707349959606e-4,erosiebestrijding (ER)
Kortrijk-Dutsel,erosiestrook fauna,5360743.383345965,10178.13244068923,0.0018986419816903156,erosiebestrijding (ER)
Kortrijk-Dutsel,bufferstrook,5360743.383345965,6155.677554802533,0.0011482880478715252,perceelsrandenbeheer (PR)
Waanveld,fauna akkerland,2265292.7583462843,117899.48667018456,0.05204602638479889,soortenbescherming (SB)
Waanveld,faunastrook,2265292.7583462843,141352.78337130597,0.06239934456617287,soortenbescherming (SB)
Waanveld,erosiestrook fauna,2265292.7583462843,3672.398005695696,0.0016211582331533303,erosiebestrijding (ER)
Waanveld,bloemenstrook,2265292.7583462843,20952.43741822493,0.009249328741738746,perceelsrandenbeheer (PR)
Waanveld,bufferstrook fauna,2265292.7583462843,1288.0165032185614,5.685872161436843e-4,perceelsrandenbeheer (PR)
Waanveld,erosiestrook,2265292.7583462843,3187.7849994960707,0.001407228707084742,erosiebestrijding (ER)
Kalemberg - Muizenakkersveld,fauna akkerland,2042790.463482013,54463.94308093286,0.026661541677699546,soortenbescherming (SB)
Kalemberg - Muizenakkersveld,faunastrook,2042790.463482013,70108.74891437468,0.03432008821642514,soortenbescherming (SB)
Kalemberg - Muizenakkersveld,bloemenstrook,2042790.463482013,7235.220997391269,0.003541832178449944,perceelsrandenbeheer (PR)
Kalemberg - Muizenakkersveld,erosiestrook fauna,2042790.463482013,3393.097750295943,0.001661011156529623,erosiebestrijding (ER)
Kalemberg - Muizenakkersveld,bufferstrook fauna,2042790.463482013,245.13136786757968,1.1999829265393381e-4,perceelsrandenbeheer (PR)
Nijvelberg,faunastrook,595575.6324943807,43541.84030617506,0.0731088344293298,soortenbescherming (SB)
Nijvelberg,fauna akkerland,595575.6324943807,31357.78682070074,0.05265122531855197,soortenbescherming (SB)
Nijvelberg,bloemenstrook,595575.6324943807,9379.08997446741,0.015747941088835433,perceelsrandenbeheer (PR)
Blereberg,faunastrook,305427.52601441357,10156.522516414523,0.033253461627866576,soortenbescherming (SB)
Blereberg,bloemenstrook,305427.52601441357,7548.173785537947,0.024713469293470746,perceelsrandenbeheer (PR)
Blereberg,fauna akkerland,305427.52601441357,5590.540778149734,0.018303984749186975,soortenbescherming (SB)
Kerkom,bufferstrook fauna,568390.1565703815,2984.0601539045456,0.005250020816528763,perceelsrandenbeheer (PR)
Kerkom,fauna akkerland,568390.1565703815,49976.51386899091,0.08792642393834721,soortenbescherming (SB)
Kerkom,faunastrook,568390.1565703815,26173.07952091552,0.04604773537747677,soortenbescherming (SB)
Kerkom,bloemenstrook,568390.1565703815,3824.547572339565,0.006728736464080525,perceelsrandenbeheer (PR)
Neerlinter,fauna akkerland,3406259.273889289,215174.0876053818,0.06317020235505873,soortenbescherming (SB)
Neerlinter,haag,3406259.273889289,269.5255322930552,7.91265463434054e-5,beheer KLE's (KLE)
Neerlinter,bufferstrook fauna,3406259.273889289,1369.5299344530504,4.0206273930795417e-4,perceelsrandenbeheer (PR)
Neerlinter,heg,3406259.273889289,18.501873936504126,5.4317280185716945e-6,beheer KLE's (KLE)
Neerlinter,erosiestrook,3406259.273889289,380.46768465294736,1.1169663083765403e-4,erosiebestrijding (ER)
Neerlinter,bufferstrook,3406259.273889289,4146.058524327818,0.0012171881794523004,perceelsrandenbeheer (PR)
Neerlinter,bloemenstrook,3406259.273889289,7217.649806526839,0.0021189372934273675,perceelsrandenbeheer (PR)
Vilderveld,fauna akkerland,1137157.7229176313,36882.84838075668,0.03243424165130367,soortenbescherming (SB)
Vilderveld,faunastrook,1137157.7229176313,78475.91652683972,0.06901058221325032,soortenbescherming (SB)
Vilderveld,bufferstrook fauna,1137157.7229176313,62.80271784681827,5.522779873110646e-5,perceelsrandenbeheer (PR)
Nijssem Veld,erosiestrook fauna,2766865.04850253,14212.697438288189,0.005136751228969522,erosiebestrijding (ER)
Nijssem Veld,fauna akkerland,2766865.04850253,65393.98060219042,0.023634683822972374,soortenbescherming (SB)
Nijssem Veld,erosiestrook,2766865.04850253,3239.3498543009882,0.0011707653960406107,erosiebestrijding (ER)
Nijssem Veld,bufferstrook fauna,2766865.04850253,4795.610831809921,0.0017332290327659384,perceelsrandenbeheer (PR)
Nijssem Veld,haag,2766865.04850253,2296.274492126881,8.299192233353267e-4,beheer KLE's (KLE)
Mettekoven,fauna akkerland,4388027.061140601,49864.76079005872,0.011363822532374524,soortenbescherming (SB)
Mettekoven,erosiestrook fauna,4388027.061140601,38025.33580480132,0.008665702210805695,erosiebestrijding (ER)
Mettekoven,erosiestrook,4388027.061140601,13766.400268565747,0.0031372642139055953,erosiebestrijding (ER)
Mettekoven,haag,4388027.061140601,4096.553233249917,9.335751981860113e-4,beheer KLE's (KLE)
Mettekoven,bufferstrook fauna,4388027.061140601,6769.702481112249,0.0015427668031182489,perceelsrandenbeheer (PR)
Mettekoven,faunastrook,4388027.061140601,79353.7139616201,0.018084144162272626,soortenbescherming (SB)
Bosberg,fauna akkerland,2359502.3383946903,67440.1212453852,0.028582349823509278,soortenbescherming (SB)
Bosberg,faunastrook,2359502.3383946903,29500.474778633652,0.012502837695301704,soortenbescherming (SB)
Bosberg,erosiestrook fauna,2359502.3383946903,5214.441755721838,0.0022099752438768643,erosiebestrijding (ER)
Bosberg,bufferstrook fauna,2359502.3383946903,10322.843449543434,0.004375008781117241,perceelsrandenbeheer (PR)
Bosberg,erosiestrook,2359502.3383946903,7813.298268346582,0.003311417895717125,erosiebestrijding (ER)
Wagelberg - Rumsdorpveld,faunastrook,1756428.3519359976,68156.7151132015,0.03880415334794428,soortenbescherming (SB)
Wagelberg - Rumsdorpveld,fauna akkerland,1756428.3519359976,26089.52488341462,0.014853737048059956,soortenbescherming (SB)
Wagelberg - Rumsdorpveld,bloemenstrook,1756428.3519359976,8610.342116341926,0.004902188072090331,perceelsrandenbeheer (PR)
Honsberg,fauna akkerland,4693342.108637609,125425.41593877973,0.026724115360767603,soortenbescherming (SB)
Honsberg,erosiestrook,4693342.108637609,23407.789367597914,0.004987445795719496,erosiebestrijding (ER)
Honsberg,haag,4693342.108637609,1021.5362421244527,2.1765646281024802e-4,beheer KLE's (KLE)
Honsberg,erosiestrook fauna,4693342.108637609,1061.5955465901643,2.2619181001879405e-4,erosiebestrijding (ER)
Honsberg,faunastrook,4693342.108637609,24495.121946919244,0.00521912133825457,soortenbescherming (SB)
Meerberg,fauna akkerland,3727382.388459049,31132.196935503045,0.00835229490590943,soortenbescherming (SB)
Meerberg,bufferstrook fauna,3727382.388459049,1033.8501080684364,2.773662587636586e-4,perceelsrandenbeheer (PR)
Meerberg,faunastrook,3727382.388459049,4769.49799062268,0.0012795837651082683,soortenbescherming (SB)
Meerberg,erosiestrook fauna,3727382.388459049,1389.0711835101247,3.7266667026464805e-4,erosiebestrijding (ER)
Gremeswinkel,bloemenstrook,947538.968533542,397.4908135246951,4.194981174651545e-4,perceelsrandenbeheer (PR)
Gremeswinkel,faunastrook,947538.968533542,8668.213813395472,0.009148134378906683,soortenbescherming (SB)
Gremeswinkel,fauna akkerland,947538.968533542,10049.685287393193,0.010606091803217952,soortenbescherming (SB)
Gremeswinkel,bufferstrook fauna,947538.968533542,466.94092346774414,4.927933720661694e-4,perceelsrandenbeheer (PR)
Lammen Doen,fauna akkerland,784756.252205835,15794.271255422384,0.02012634013558605,soortenbescherming (SB)
Lammen Doen,bufferstrook fauna,784756.252205835,1856.127083517611,0.002365227519118592,perceelsrandenbeheer (PR)
Lammen Doen,faunastrook,784756.252205835,2023.4847070814576,0.00257848816290885,soortenbescherming (SB)
Zevenbunder - Blinde Ezel,erosiestrook,1110929.2645663228,2714.8873183816904,0.0024437985432326425,erosiebestrijding (ER)
Zevenbunder - Blinde Ezel,faunastrook,1110929.2645663228,67456.51440198775,0.06072080064280328,soortenbescherming (SB)
Op het Berger Padje - Het Boschveld,faunastrook,2858165.542869256,9394.906188984023,0.0032870406028171002,soortenbescherming (SB)
Op het Berger Padje - Het Boschveld,houtkant,2858165.542869256,298.1932051689073,1.0433027782902912e-4,beheer KLE's (KLE)
Op het Berger Padje - Het Boschveld,haag,2858165.542869256,113.66354559420552,3.9768006397593375e-5,beheer KLE's (KLE)
Op het Berger Padje - Het Boschveld,erosiestrook,2858165.542869256,2463.1411170128267,8.61790921508391e-4,erosiebestrijding (ER)
Op het Berger Padje - Het Boschveld,bloemenstrook,2858165.542869256,2071.174241994333,7.246516029002023e-4,perceelsrandenbeheer (PR)
Op het Berger Padje - Het Boschveld,erosiestrook fauna,2858165.542869256,575.3493710432085,2.0130022646121004e-4,erosiebestrijding (ER)
Groot Bosch Veld,haag,2452195.254794078,1475.5250240375212,6.017159608937535e-4,beheer KLE's (KLE)
Groot Bosch Veld,fauna akkerland,2452195.254794078,95406.64146831958,0.0389066251073597,soortenbescherming (SB)
Groot Bosch Veld,bufferstrook fauna,2452195.254794078,893.2600991395448,3.6426956515522494e-4,perceelsrandenbeheer (PR)
Roesbrugge - Haringe,faunastrook,6568890.544432131,57138.461759338454,0.008698342798202002,soortenbescherming (SB)
Roesbrugge - Haringe,fauna akkerland,6568890.544432131,21078.112544810545,0.0032087781646288204,soortenbescherming (SB)
Roesbrugge - Haringe,haag,6568890.544432131,1845.3379551483586,2.809207951733172e-4,beheer KLE's (KLE)
Roesbrugge - Haringe,bufferstrook,6568890.544432131,5035.59139382634,7.665817172269018e-4,perceelsrandenbeheer (PR)
Roesbrugge - Haringe,kaphaag,6568890.544432131,54.16028552476165,8.244966963358606e-6,beheer KLE's (KLE)
De Moeren,bufferstrook,27822309.799901996,79705.4218932384,0.0028648024720621564,perceelsrandenbeheer (PR)
De Moeren,faunastrook,27822309.799901996,854770.5014209481,0.030722485213070232,soortenbescherming (SB)
De Moeren,fauna akkerland,27822309.799901996,264846.92614375736,0.009519228563283782,soortenbescherming (SB)
De Moeren,bufferstrook fauna,27822309.799901996,147588.31401354788,0.005304675099767157,perceelsrandenbeheer (PR)
De Moeren,fauna vogelakker,27822309.799901996,590088.221007677,0.021209174409011707,soortenbescherming (SB)
Krombeke,bufferstrook,27436439.158874966,13838.60575109102,5.043878205534042e-4,perceelsrandenbeheer (PR)
Krombeke,faunastrook,27436439.158874966,29915.39791189693,0.0010903527873521476,soortenbescherming (SB)
Krombeke,fauna akkerland,27436439.158874966,47823.39087732789,0.0017430611385245408,soortenbescherming (SB)
Krombeke,haag,27436439.158874966,5479.64144768806,1.997213055220958e-4,beheer KLE's (KLE)
Krombeke,heg,27436439.158874966,108.13647683625315,3.941345165459412e-6,beheer KLE's (KLE)
Krombeke,bufferstrook fauna,27436439.158874966,2681.7736599839554,9.7744960432173e-5,perceelsrandenbeheer (PR)
Watou,bufferstrook,11354350.110793412,15579.911221149272,0.0013721534979213874,perceelsrandenbeheer (PR)
Watou,fauna akkerland,11354350.110793412,18006.49103912052,0.0015858671666292555,soortenbescherming (SB)
Watou,haag,11354350.110793412,1290.5701795996383,1.136630601493278e-4,beheer KLE's (KLE)
Watou,bufferstrook fauna,11354350.110793412,3001.498799559961,2.643479169016239e-4,perceelsrandenbeheer (PR)
Wulpen,faunastrook,11063421.320194503,618917.2192049639,0.055942660167450156,soortenbescherming (SB)
Wulpen,fauna akkerland,11063421.320194503,171326.3787592859,0.015485840573255314,soortenbescherming (SB)
Wulpen,bufferstrook,11063421.320194503,50056.08934141157,0.004524467422210722,perceelsrandenbeheer (PR)
Wulpen,bufferstrook fauna,11063421.320194503,102950.06557755246,0.009305445630063244,perceelsrandenbeheer (PR)
Wulpen,haag,11063421.320194503,3.008982018152892,2.719757235187706e-7,beheer KLE's (KLE)
Slijpe,bufferstrook fauna,31991605.340636108,67780.3750744334,0.002118692524264732,perceelsrandenbeheer (PR)
Slijpe,faunastrook,31991605.340636108,675155.3902993092,0.021104142262023937,soortenbescherming (SB)
Slijpe,haag,31991605.340636108,5101.745498929175,1.5947138146421425e-4,beheer KLE's (KLE)
Slijpe,bufferstrook,31991605.340636108,42380.73271614556,0.001324745421959587,perceelsrandenbeheer (PR)
Slijpe,fauna grasland,31991605.340636108,24151.971772026824,7.549471655099692e-4,soortenbescherming (SB)
Slijpe,bloemenstrook,31991605.340636108,16327.490156873208,5.103679538123659e-4,perceelsrandenbeheer (PR)
Slijpe,botanisch weiland,31991605.340636108,12187.982779929414,3.8097440407118603e-4,botanisch beheer (BB)
Stalhille,bufferstrook fauna,7460882.421550729,199233.05920402549,0.026703685696552674,perceelsrandenbeheer (PR)
Stalhille,fauna akkerland,7460882.421550729,114719.41391035041,0.015376118725445108,soortenbescherming (SB)
Stalhille,faunastrook,7460882.421550729,196414.6173159168,0.026325923157369962,soortenbescherming (SB)
Stalhille,haag,7460882.421550729,2040.6814621699762,2.7351744027964784e-4,beheer KLE's (KLE)
Stalhille,fauna grasland,7460882.421550729,14872.095758583338,0.001993342733243637,soortenbescherming (SB)
Stalhille,bloemenstrook,7460882.421550729,11247.272399816604,0.001507498947755684,perceelsrandenbeheer (PR)
Stalhille,botanisch weiland,7460882.421550729,8462.93315019161,0.0011343072671600428,botanisch beheer (BB)
Vlissegem,bufferstrook fauna,12822294.691368371,25081.985156167015,0.0019561229686174304,perceelsrandenbeheer (PR)
Vlissegem,faunastrook,12822294.691368371,856748.9138715726,0.0668171286414368,soortenbescherming (SB)
Vlissegem,fauna akkerland,12822294.691368371,223115.96253945227,0.01740062663585856,soortenbescherming (SB)
Vlissegem,fauna grasland,12822294.691368371,18988.414112112187,0.0014808904778093022,soortenbescherming (SB)
Vlissegem,bufferstrook,12822294.691368371,23046.765570804004,0.0017973979015096632,perceelsrandenbeheer (PR)
Vlissegem,heg,12822294.691368371,115.06950748034413,8.974174299535158e-6,beheer KLE's (KLE)
Vlissegem,bloemenstrook,12822294.691368371,8102.869469476718,6.319359884101989e-4,perceelsrandenbeheer (PR)
Vlissegem,haag,12822294.691368371,389.8879519809404,3.040703410469911e-5,beheer KLE's (KLE)
Moere-Blote,faunastrook,5914036.910154611,287418.6513226873,0.04859940099954048,soortenbescherming (SB)
Moere-Blote,fauna akkerland,5914036.910154611,69721.53602781723,0.011789161462300461,soortenbescherming (SB)
Moere-Blote,bufferstrook fauna,5914036.910154611,17553.28643017907,0.0029680718427778923,perceelsrandenbeheer (PR)
Moere-Blote,bufferstrook,5914036.910154611,12119.947384103261,0.002049352678758714,perceelsrandenbeheer (PR)
Sint-Denijs,bufferstrook fauna,17139347.772184055,9695.552981792369,5.656897281428389e-4,perceelsrandenbeheer (PR)
Sint-Denijs,erosiestrook,17139347.772184055,8069.931451804005,4.7084238904942057e-4,erosiebestrijding (ER)
Sint-Denijs,faunastrook,17139347.772184055,197226.87722610237,0.011507256859924833,soortenbescherming (SB)
Sint-Denijs,fauna akkerland,17139347.772184055,88236.32309935632,0.005148172746839154,soortenbescherming (SB)
Sint-Denijs,erosiestrook fauna,17139347.772184055,14988.006300345354,8.744793850714568e-4,erosiebestrijding (ER)
Sint-Denijs,bloemenstrook,17139347.772184055,705.5971838992555,4.116826341807415e-5,perceelsrandenbeheer (PR)
Nukerke,heg,3722271.4369117282,99.01567075782395,2.6600873266774623e-5,beheer KLE's (KLE)
Nukerke,haag,3722271.4369117282,205.3212614764807,5.516020659869727e-5,beheer KLE's (KLE)
Nukerke,bufferstrook fauna,3722271.4369117282,12780.224568762816,0.003433447771172281,perceelsrandenbeheer (PR)
Nukerke,fauna akkerland,3722271.4369117282,21078.51608127728,0.005662810044494116,soortenbescherming (SB)
Schorisse,houtkant,14033366.596193152,497.70179467902926,3.546560201840957e-5,beheer KLE's (KLE)
Schorisse,erosiestrook,14033366.596193152,6067.939630307137,4.323937231108318e-4,erosiebestrijding (ER)
Schorisse,faunastrook,14033366.596193152,5701.842748405863,4.063061211521837e-4,soortenbescherming (SB)
Schorisse,bufferstrook,14033366.596193152,970.2429522113889,6.913828877488228e-5,perceelsrandenbeheer (PR)
Schorisse,heg,14033366.596193152,39.898034629808535,2.8430836147779197e-6,beheer KLE's (KLE)
Schorisse,fauna akkerland,14033366.596193152,13732.25565666196,9.78543214312318e-4,soortenbescherming (SB)
Schorisse,bufferstrook fauna,14033366.596193152,3640.8507776128827,2.594424333360279e-4,perceelsrandenbeheer (PR)
Mater,faunastrook,3918760.7991320007,3148.228151431307,8.033733909272122e-4,soortenbescherming (SB)
Mater,fauna akkerland,3918760.7991320007,10550.691850569143,0.002692354137283935,soortenbescherming (SB)
